______________________NEW ROUND________________________
[0.8, 0.0, 0.2163561062556629]
391.87642884254456;-77
391.8935616016388;-77
391.9086558818817;-77
391.92655968666077;-77
391.9415626525879;-77
391.96055936813354;-78
391.9785587787628;-78
391.9965589046478;-78
392.0125584602356;-78
392.02955865859985;-78
392.04755902290344;-78
392.06356024742126;-77
392.0795600414276;-77
392.09455919265747;-78
392.1105592250824;-78
392.12856817245483;-78
392.145560503006;-78
392.16156029701233;-78
392.1785614490509;-78
392.19555830955505;-78
392.21155977249146;-78
392.22955870628357;-78
392.2465615272522;-78
392.2615575790405;-78
392.27855944633484;-78
392.31462383270264;-77
392.3285593986511;-78
392.34456300735474;-78
392.3595588207245;-77
392.3773112297058;-77
392.39486622810364;-71
392.41185903549194;-71
392.4278600215912;-66
392.44389939308167;-66
392.45785880088806;-60
392.47487354278564;-60
392.48990845680237;-53
392.50391721725464;-53
392.5179100036621;-46
392.5329086780548;-46
392.5489103794098;-46
392.5619080066681;-40
392.5749089717865;-40
392.5879509449005;-33
392.60095620155334;-33
392.6159586906433;-26
392.63115763664246;-26
392.6479563713074;-26
392.66495394706726;-20
392.67995381355286;-20
392.6939513683319;-13
392.7069516181946;-13
392.721951007843;-6
392.73595333099365;-6
392.749951839447;0
392.7639510631561;0
392.77795147895813;0
392.792950630188;5
392.8069543838501;5
392.82095193862915;7
392.83595967292786;7
392.8519558906555;7
392.8659510612488;9
392.8829538822174;9
392.897953748703;9
392.9139506816864;9
392.9299511909485;9
392.9449505805969;9
392.9609522819519;9
392.9749507904053;10
392.9909517765045;10
393.00595259666443;10
393.0209515094757;10
393.0359525680542;10
393.0529525279999;10
393.0709888935089;10
393.0859544277191;10
393.10296058654785;10
393.1209535598755;10
393.13695454597473;10
393.1549515724182;10
393.1689705848694;10
393.1859529018402;10
393.2009708881378;10
393.214950799942;9
393.22995138168335;9
393.2449519634247;9
393.26595187187195;6
393.2809524536133;6
393.29695200920105;4
393.31195092201233;4
393.32695031166077;3
393.3409512042999;3
393.35795521736145;2
393.37495160102844;2
393.3899517059326;1
393.4059500694275;1
393.4219527244568;1
393.4369535446167;1
393.4509508609772;0
393.4669518470764;0
393.481951713562;0
393.4969539642334;0
393.51295161247253;0
393.52995228767395;0
393.5459542274475;0
393.562952041626;0
393.57994985580444;0
393.59795117378235;0
393.61695170402527;0
393.63295245170593;0
393.6489505767822;0
393.6649513244629;0
393.67995166778564;0
393.6949505805969;-1
393.71195340156555;-1
393.7289538383484;-1
393.7459511756897;-1
393.76395082473755;-1
393.77995133399963;-1
393.7969512939453;-1
393.81195092201233;-1
393.82695293426514;-1
393.8419518470764;-1
393.8589518070221;-1
393.87595105171204;-1
393.8919515609741;-1
393.9089515209198;-1
393.92395091056824;-1
393.9409546852112;-1
393.9589545726776;-1
393.97598791122437;-1
393.9929521083832;-1
394.0109510421753;-1
394.0279517173767;-1
394.0449514389038;-1
394.0609519481659;-1
394.0809578895569;-1
394.0969514846802;-1
394.1139509677887;-1
394.1279511451721;-1
394.14396691322327;-1
394.159951210022;-1
394.17695021629333;-1
394.19505190849304;-1
394.21204447746277;-1
394.22904324531555;-1
394.24604296684265;-1
394.2630424499512;-1
394.2780427932739;-1
394.2940423488617;-1
394.31204748153687;-1
394.3280427455902;-1
394.34504318237305;-1
394.3600423336029;-1
394.3750433921814;-1
394.39009499549866;-1
394.4071009159088;-1
394.4220950603485;-1
394.4400951862335;-1
394.456095457077;-1
394.4720962047577;-1
394.4881794452667;-1
394.50517988204956;-1
394.52017974853516;-1
394.5361969470978;-1
394.5511796474457;-1
394.5671796798706;-1
394.58518266677856;-1
394.6001796722412;-1
394.6161787509918;-1
394.6341800689697;-1
394.65418100357056;-1
394.67218017578125;-1
394.68917989730835;-1
394.70718026161194;-1
394.7221794128418;-1
394.7381811141968;-1
394.75418043136597;-1
394.76918172836304;-1
394.7861819267273;-1
394.8021824359894;-1
394.8191876411438;-1
394.8341796398163;-1
394.8501796722412;-1
394.8671793937683;-1
394.8891808986664;-1
394.9051797389984;-1
394.9201807975769;-1
394.9351818561554;-1
394.95318818092346;-1
394.96818351745605;-1
394.9841823577881;-1
395.00018191337585;-1
395.0161802768707;-1
395.033180475235;-1
395.0521836280823;-1
395.06918382644653;-1
395.0871834754944;-1
395.1041805744171;-1
395.12218499183655;-1
395.136182308197;-1
395.1511790752411;-1
395.1671793460846;-1
395.1831793785095;-1
395.19918608665466;-1
395.21719336509705;-1
395.23117899894714;-1
395.2501916885376;-1
395.275187253952;-1
395.292179107666;-1
395.30917978286743;-1
395.324179649353;-1
395.34318017959595;-1
395.3591799736023;-1
395.3761808872223;-1
395.39217925071716;-1
395.40918159484863;-1
395.42517924308777;-1
395.4421799182892;-1
395.45818042755127;0
395.47518277168274;0
395.49217987060547;0
395.509179353714;0
395.5271782875061;0
395.544180393219;0
395.56219720840454;0
395.57918071746826;0
395.59518003463745;0
395.6121792793274;0
395.62817907333374;0
395.64517998695374;0
395.6611838340759;0
395.6791796684265;0
Fitness:17.324526826220083
